District,County,Sub-County,Parish,Village
Butambala,Butambala County,Budde,Kibugga,VillageKasamba
Butambala,Butambala County,Budde,Kibugga,VillageKibugga A
Butambala,Butambala County,Budde,Kibugga,VillageKibugga B
Butambala,Butambala County,Budde,Kibugga,VillageMasaakwa
Butambala,Butambala County,Budde,Lugala,VillageLugala Central/namilyango
Butambala,Butambala County,Budde,Lugala,VillageLugala Kajjolo
Butambala,Butambala County,Budde,Lugala,VillageNamilyango Kibooba
Butambala,Butambala County,Budde,Lugala,VillageNamilyango Kyetotogolo
Butambala,Butambala County,Bulo,Bule,VillageBule A
Butambala,Butambala County,Bulo,Bule,VillageBwamulamira/bule B
Butambala,Butambala County,Bulo,Bule,VillageKifampa A
Butambala,Butambala County,Bulo,Bule,VillageKisongoza/kifampa B
Butambala,Butambala County,Bulo,Bulo,VillageBulo
Butambala,Butambala County,Bulo,Bulo,VillageBwaala
Butambala,Butambala County,Bulo,Bulo,VillageKaalo
Butambala,Butambala County,Bulo,Bulo,VillageKayunga Waduduma
Butambala,Butambala County,Bulo,Bulo,VillageMpanga
Butambala,Butambala County,Bulo,Butawuka,VillageButawuka
Butambala,Butambala County,Bulo,Butawuka,VillageKankeesa
Butambala,Butambala County,Bulo,Butawuka,VillageKimbejja/ndeese
Butambala,Butambala County,Bulo,Butawuka,VillageNawango/nkanago
Butambala,Butambala County,Bulo,Kyerima,VillageKasoso
Butambala,Butambala County,Bulo,Kyerima,VillageKyerima
Butambala,Butambala County,Bulo,Kyerima,VillageMayungwe
Butambala,Butambala County,Bulo,Kyerima,VillageMisindye Kikikira
Butambala,Butambala County,Bulo,Nakatooke,VillageKasekere - Bbya
Butambala,Butambala County,Bulo,Nakatooke,VillageKito
Butambala,Butambala County,Bulo,Nakatooke,VillageSeeta/nakatooke
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageBugoye
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageBukoggolwa
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageGombe Hospital
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageGombe Sss
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageGombe Village
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageKasaka
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageSenene
Butambala,Butambala County,Gombe Town Council,Gombe Ward,VillageSenyomo
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageKabula
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageKasekere
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageKayenje A
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageKibindiizi
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageKito-kayenje C
Butambala,Butambala County,Gombe Town Council,Kayenje Ward,VillageNyanama
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageKawuku
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageKyanajanja A
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageKyanajanja B
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageKyangoma
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageNkinga
Butambala,Butambala County,Gombe Town Council,Ntolomwe Ward,VillageNtolomwe
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageButesasira/kakonge
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageKamugombwa
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageKikeera
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageLugo
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageLukalu A
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageLukalu B
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageSeeta A
Butambala,Butambala County,Kalamba,Bweya(Sseta),VillageSeeta B
Butambala,Butambala County,Kalamba,Kabasanda,VillageBulugu
Butambala,Butambala County,Kalamba,Kabasanda,VillageKabasanda
Butambala,Butambala County,Kalamba,Kabasanda,VillageKagulwe-kiyemba
Butambala,Butambala County,Kalamba,Kabasanda,VillageKalamba A
Butambala,Butambala County,Kalamba,Kabasanda,VillageKalamba B
Butambala,Butambala County,Kalamba,Kabasanda,VillageKalamba C
Butambala,Butambala County,Kalamba,Kabasanda,VillageSaza
Butambala,Butambala County,Kalamba,Kilokola,VillageBulawa
Butambala,Butambala County,Kalamba,Kilokola,VillageBuseenya
Butambala,Butambala County,Kalamba,Kilokola,VillageKawami A
Butambala,Butambala County,Kalamba,Kilokola,VillageKawami B
Butambala,Butambala County,Kalamba,Kilokola,VillageKirokola
Butambala,Butambala County,Kalamba,Kilokola,VillageMirembe
Butambala,Butambala County,Kalamba,Kilokola,VillageNtutumu
Butambala,Butambala County,Kalamba,Kilokola,VillageSsenge
Butambala,Butambala County,Kalamba,Kitimba,VillageBukandaganyi A
Butambala,Butambala County,Kalamba,Kitimba,VillageBukandaganyi B
Butambala,Butambala County,Kalamba,Kitimba,VillageKitimba A (bbaale A)
Butambala,Butambala County,Kalamba,Kitimba,VillageKitimba B (bbaale Bcd)
Butambala,Butambala County,Kalamba,Kitimba,VillageMpanga-kikandwa
Butambala,Butambala County,Kalamba,Kitimba,VillageNgogwe A
Butambala,Butambala County,Kalamba,Kitimba,VillageNgogwe B
Butambala,Butambala County,Kalamba,Kitimba,VillageNtenga
Butambala,Butambala County,Kalamba,Kitimba,VillageTabaluzinga
Butambala,Butambala County,Kalamba,Kitimba,VillageVvunda-bubondo
Butambala,Butambala County,Kalamba,Nsozibiri,VillageBuyenga
Butambala,Butambala County,Kalamba,Nsozibiri,VillageKikunyu A
Butambala,Butambala County,Kalamba,Nsozibiri,VillageKikunyu B
Butambala,Butambala County,Kalamba,Nsozibiri,VillageNsozibiri A
Butambala,Butambala County,Kalamba,Nsozibiri,VillageNsozibiri B
Butambala,Butambala County,Kibibi,Katabira,VillageBujumba
Butambala,Butambala County,Kibibi,Katabira,VillageKabalamba
Butambala,Butambala County,Kibibi,Katabira,VillageKatabira A
Butambala,Butambala County,Kibibi,Katabira,VillageKatabira B
Butambala,Butambala County,Kibibi,Katabira,VillageKinoni
Butambala,Butambala County,Kibibi,Katabira,VillageKweezi
Butambala,Butambala County,Kibibi,Katabira,VillageMayombwe
Butambala,Butambala County,Kibibi,Kibibi,VillageBamulanze
Butambala,Butambala County,Kibibi,Kibibi,VillageKatende
Butambala,Butambala County,Kibibi,Kibibi,VillageKigatto/bwetamiiza
Butambala,Butambala County,Kibibi,Kibibi,VillageKikumbo
Butambala,Butambala County,Kibibi,Kibibi,VillageLubugo/lugoye
Butambala,Butambala County,Kibibi,Kibibi,VillageSimba A
Butambala,Butambala County,Kibibi,Mabanda,VillageKiziiko A
Butambala,Butambala County,Kibibi,Mabanda,VillageKiziiko B
Butambala,Butambala County,Kibibi,Mabanda,VillageMabanda
Butambala,Butambala County,Kibibi,Mitwetwe,VillageButaaka
Butambala,Butambala County,Kibibi,Mitwetwe,VillageMitwetwe
Butambala,Butambala County,Kibibi,Mitwetwe,VillageSimba  B
Butambala,Butambala County,Ngando,Bukesa,VillageBugobango A
Butambala,Butambala County,Ngando,Bukesa,VillageBugobango B
Butambala,Butambala County,Ngando,Bukesa,VillageBukesa A
Butambala,Butambala County,Ngando,Bukesa,VillageBukesa B
Butambala,Butambala County,Ngando,Bukesa,VillageKagolo
Butambala,Butambala County,Ngando,Bukesa,VillageLwamasaka
Butambala,Butambala County,Ngando,Bukesa,VillageWamala
Butambala,Butambala County,Ngando,Butende,VillageButende
Butambala,Butambala County,Ngando,Butende,VillageKanyogoga
Butambala,Butambala County,Ngando,Butende,VillageLwangiri A
Butambala,Butambala County,Ngando,Butende,VillageLwangiri B
Butambala,Butambala County,Ngando,Kasozi,VillageBwetyaba
Butambala,Butambala County,Ngando,Kasozi,VillageKanziira
Butambala,Butambala County,Ngando,Kasozi,VillageKasozi
Butambala,Butambala County,Ngando,Kasozi,VillageKizzaama
Butambala,Butambala County,Ngando,Kasozi,VillageLwenzo
Butambala,Butambala County,Ngando,Kasozi,VillageNgando T/c
Butambala,Butambala County,Ngando,Kasozi,VillageNgando Village
Butambala,Butambala County,Ngando,Lugali,VillageKasozi-babenga
Butambala,Butambala County,Ngando,Lugali,VillageKiwaala
Butambala,Butambala County,Ngando,Lugali,VillageLugali
Butambala,Butambala County,Ngando,Lugali,VillageNakijju
Butambala,Butambala County,Ngando,Lugali,VillageNdibulungi A
Butambala,Butambala County,Ngando,Lugali,VillageNdibulungi B
Butebo,Butebo County,Butebo,Butebo,VillageBulyambwa A
Butebo,Butebo County,Butebo,Butebo,VillageBulyambwa B
Butebo,Butebo County,Butebo,Butebo,VillageBusekero
Butebo,Butebo County,Butebo,Butebo,VillageButebo A
Butebo,Butebo County,Butebo,Butebo,VillageButebo B
Butebo,Butebo County,Butebo,Butebo,VillageKabelekeke A
Butebo,Butebo County,Butebo,Butebo,VillageKabelekeke B
Butebo,Butebo County,Butebo,Butebo,VillageKamenyamugongo
Butebo,Butebo County,Butebo,Butebo,VillageKapwatai A
Butebo,Butebo County,Butebo,Butebo,VillageKapwatai B
Butebo,Butebo County,Butebo,Butebo,VillageKatakwi
Butebo,Butebo County,Butebo,Butebo,VillageKiruruma
Butebo,Butebo County,Butebo,Butebo,VillageKotuyai
Butebo,Butebo County,Butebo,Butebo,VillageMatakokore A
Butebo,Butebo County,Butebo,Butebo,VillageMatakokore B
Butebo,Butebo County,Butebo,Kabelai,VillageGayaza A
Butebo,Butebo County,Butebo,Kabelai,VillageGayaza B
Butebo,Butebo County,Butebo,Kabelai,VillageKabelai
Butebo,Butebo County,Butebo,Kabelai,VillageKayoga
Butebo,Butebo County,Butebo,Kabelai,VillageKoburokou
Butebo,Butebo County,Butebo,Kangado,VillageKangado A
Butebo,Butebo County,Butebo,Kangado,VillageKangado B
Butebo,Butebo County,Butebo,Kangado,VillageKatakwi A
Butebo,Butebo County,Butebo,Kangado,VillageKatakwi B
Butebo,Butebo County,Butebo,Kangado,VillageRaraka
Butebo,Butebo County,Butebo,Kangado,VillageSolonko
Butebo,Butebo County,Butebo,Kanyum,VillageAkisimi
Butebo,Butebo County,Butebo,Kanyum,VillageAmusala
Butebo,Butebo County,Butebo,Kanyum,VillageBusoga
Butebo,Butebo County,Butebo,Kanyum,VillageKaduon
Butebo,Butebo County,Butebo,Kanyum,VillageKaleko
Butebo,Butebo County,Butebo,Kanyum,VillageKanyum A
Butebo,Butebo County,Butebo,Kanyum,VillageKanyum B
Butebo,Butebo County,Butebo,Kanyum,VillageKituba
Butebo,Butebo County,Butebo,Kanyum,VillageKituba Atapar
Butebo,Butebo County,Butebo,Kanyum,VillageKokalen
Butebo,Butebo County,Butebo,Kasyebai,VillageAkoboi
Butebo,Butebo County,Butebo,Kasyebai,VillageKalalaka A
Butebo,Butebo County,Butebo,Kasyebai,VillageKalalaka B
Butebo,Butebo County,Butebo,Kasyebai,VillageKangado
Butebo,Butebo County,Butebo,Kasyebai,VillageKasyebai
Butebo,Butebo County,Butebo,Kasyebai,VillageKatakwi
Butebo,Butebo County,Butebo,Kasyebai,VillageKomorototo
Butebo,Butebo County,Butebo,Kasyebai,VillageMorupedel
Butebo,Butebo County,Butebo,Kasyebai,VillageObokora
Butebo,Butebo County,Butebo,Kasyebai,VillageOdipanya
Butebo,Butebo County,Butebo,Kasyebai,VillageSolonko
Butebo,Butebo County,Butebo,Odipanya,VillageAchumet
Butebo,Butebo County,Butebo,Odipanya,VillageKalalaka A
Butebo,Butebo County,Butebo,Odipanya,VillageKalalaka B
Butebo,Butebo County,Butebo,Odipanya,VillageKataka
Butebo,Butebo County,Butebo,Odipanya,VillageKiruruma A
Butebo,Butebo County,Butebo,Odipanya,VillageKiruruma B
Butebo,Butebo County,Butebo,Odipanya,VillageKomolo
Butebo,Butebo County,Butebo,Odipanya,VillageMorupedel
Butebo,Butebo County,Butebo,Odipanya,VillageObokora A
Butebo,Butebo County,Butebo,Odipanya,VillageObokora B
Butebo,Butebo County,Butebo,Odipanya,VillageOdipanya
Butebo,Butebo County,Butebo,Odipanya,VillageSeta
Butebo,Butebo County,Kabelai,Gayaza,VillageBukaligwoko
Butebo,Butebo County,Kabelai,Gayaza,VillageGayaza A
Butebo,Butebo County,Kabelai,Gayaza,VillageGayaza B
Butebo,Butebo County,Kabelai,Gayaza,VillageMumpi
Butebo,Butebo County,Kabelai,Kabelai,VillageBuseta
Butebo,Butebo County,Kabelai,Kabelai,VillageKabelai
Butebo,Butebo County,Kabelai,Kabelai,VillageKoburokou A
Butebo,Butebo County,Kabelai,Kabelai,VillageKoburokou B
Butebo,Butebo County,Kabelai,Kayoga,VillageBukalijoko
Butebo,Butebo County,Kabelai,Kayoga,VillageBuseta
Butebo,Butebo County,Kabelai,Kayoga,VillageBuswenza
Butebo,Butebo County,Kabelai,Kayoga,VillageKayoga
Butebo,Butebo County,Kabwangasi,Bulalaka,VillageBukatikoko
Butebo,Butebo County,Kabwangasi,Bulalaka,VillageBukomolo
Butebo,Butebo County,Kabwangasi,Bulalaka,VillageBulalaka
Butebo,Butebo County,Kabwangasi,Bulalaka,VillageBumesura
Butebo,Butebo County,Kabwangasi,Doko,VillageBunyekero
Butebo,Butebo County,Kabwangasi,Doko,VillageDoko I
Butebo,Butebo County,Kabwangasi,Doko,VillageIndustrial
Butebo,Butebo County,Kabwangasi,Doko,VillageNasenyi Ii
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKachuru
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKateki
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKatubai
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKinakumi
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKisoga
Butebo,Butebo County,Kabwangasi,Kachuru,VillageKomolo
Butebo,Butebo County,Kabwangasi,Kachuru,VillageOgwere
Butebo,Butebo County,Kabwangasi,Kachuru,VillageRaraka I
Butebo,Butebo County,Kabwangasi,Kachuru,VillageRaraka Ii
Butebo,Butebo County,Kabwangasi,Kaloja,VillageBungwanyi
Butebo,Butebo County,Kabwangasi,Kaloja,VillageBwibere
Butebo,Butebo County,Kabwangasi,Kaloja,VillageKaloja I
Butebo,Butebo County,Kabwangasi,Kaloja,VillageKaloja Ii
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageBugolo
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageIki-iki
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageKakoro
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageKaworia
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageKomolo
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageMaizimasa
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageNakawa
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageOkakatyo
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageOsomora
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageSukusuku
Butebo,Butebo County,Kabwangasi,Maizimasa,VillageTiira
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageBukachera
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageBulalaka
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageBunyekero
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageBwibere
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageDoko I
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageKaloja
Butebo,Butebo County,Kabwangasi,Nasenyi,VillageNasenyi
Butebo,Butebo County,Kabwangasi,Putti,VillageBukatikoko
Butebo,Butebo County,Kabwangasi,Putti,VillageBukomolo
Butebo,Butebo County,Kabwangasi,Putti,VillageBuloki
Butebo,Butebo County,Kabwangasi,Putti,VillageBunamwera
Butebo,Butebo County,Kabwangasi,Putti,VillageMbula
Butebo,Butebo County,Kabwangasi,Putti,VillageNabiku
Butebo,Butebo County,Kabwangasi,Putti,VillageNabitende
Butebo,Butebo County,Kabwangasi,Putti,VillageNyadera
Butebo,Butebo County,Kabwangasi,Putti,VillagePutti
Butebo,Butebo County,Kabwangasi,Putti,VillageTiira  I
Butebo,Butebo County,Kabwangasi Town Council,Kabwangasi Ward,VillageJawa
Butebo,Butebo County,Kabwangasi Town Council,Kabwangasi Ward,VillageKabwangasi
Butebo,Butebo County,Kabwangasi Town Council,Kabwangasi Ward,VillageOgosoi
Butebo,Butebo County,Kabwangasi Town Council,Kasekinyi Ward,VillageByakika
Butebo,Butebo County,Kabwangasi Town Council,Kasekinyi Ward,VillageKabwangasi College
Butebo,Butebo County,Kabwangasi Town Council,Kasekinyi Ward,VillageKasekenyi
Butebo,Butebo County,Kabwangasi Town Council,Morutome Ward,VillageBudukulo
Butebo,Butebo County,Kabwangasi Town Council,Morutome Ward,VillageBwase
Butebo,Butebo County,Kabwangasi Town Council,Morutome Ward,VillageMorutome
Butebo,Butebo County,Kachuru,Kachuru,VillageBulyambwa
Butebo,Butebo County,Kachuru,Kachuru,VillageKachuru
Butebo,Butebo County,Kachuru,Kachuru,VillageKateki
Butebo,Butebo County,Kachuru,Kachuru,VillageKomolo Ii
Butebo,Butebo County,Kachuru,Katubai,VillageBuseta Ii
Butebo,Butebo County,Kachuru,Katubai,VillageKatubai
Butebo,Butebo County,Kachuru,Katubai,VillageKisoga
Butebo,Butebo County,Kachuru,Katubai,VillageOgwere
Butebo,Butebo County,Kachuru,Kinakumi,VillageBukatikoko
Butebo,Butebo County,Kachuru,Kinakumi,VillageKinakumi
Butebo,Butebo County,Kachuru,Kinakumi,VillageRaraka I
Butebo,Butebo County,Kachuru,Kinakumi,VillageRaraka Ii
Butebo,Butebo County,Kadokolene,Buchema,VillageBuchema
Butebo,Butebo County,Kadokolene,Buchema,VillageBuloki
Butebo,Butebo County,Kadokolene,Buchema,VillageIdotoi
Butebo,Butebo County,Kadokolene,Kadokolene,VillageBukamugewo
Butebo,Butebo County,Kadokolene,Kadokolene,VillageBukinomo
Butebo,Butebo County,Kadokolene,Kadokolene,VillageBukomolo
Butebo,Butebo County,Kadokolene,Kadokolene,VillageBwase
Butebo,Butebo County,Kadokolene,Kadokolene,VillageKadokolene
Butebo,Butebo County,Kadokolene,Kateryo,VillageBugolya
Butebo,Butebo County,Kadokolene,Kateryo,VillageBukomba
Butebo,Butebo County,Kadokolene,Kateryo,VillageKateryo
Butebo,Butebo County,Kakoro,Kadokolene,VillageBugolya
Butebo,Butebo County,Kakoro,Kadokolene,VillageBukamugewo
Butebo,Butebo County,Kakoro,Kadokolene,VillageBukomba
Butebo,Butebo County,Kakoro,Kadokolene,VillageBukomolo
Butebo,Butebo County,Kakoro,Kadokolene,VillageKadokolene
Butebo,Butebo County,Kakoro,Kadokolene,VillageKateryo
Butebo,Butebo County,Kakoro,Kadoto,VillageBubulanga
Butebo,Butebo County,Kakoro,Kadoto,VillageKadoto
Butebo,Butebo County,Kakoro,Kadoto,VillageKavule
Butebo,Butebo County,Kakoro,Kadoto,VillageMaizimasa
Butebo,Butebo County,Kakoro,Kakoro,VillageBubulanga
Butebo,Butebo County,Kakoro,Kakoro,VillageBukakatyo
Butebo,Butebo County,Kakoro,Kakoro,VillageKabekun A
Butebo,Butebo County,Kakoro,Kakoro,VillageKadoto
Butebo,Butebo County,Kakoro,Kakoro,VillageKakoro
Butebo,Butebo County,Kakoro,Kakoro,VillageKavule
Butebo,Butebo County,Kakoro,Kakoro,VillageMaizimasa
Butebo,Butebo County,Kakoro,Kakoro,VillageOkuruka
Butebo,Butebo County,Kakoro,Kasajja,VillageBukatikomba
Butebo,Butebo County,Kakoro,Kasajja,VillageKalecheru
Butebo,Butebo County,Kakoro,Kasajja,VillageKasajja A
Butebo,Butebo County,Kakoro,Kasajja,VillageKasone
Butebo,Butebo County,Kakoro,Tekwana,VillageBukomolo
Butebo,Butebo County,Kakoro,Tekwana,VillageOguramai
Butebo,Butebo County,Kakoro,Tekwana,VillageOkaworia
Butebo,Butebo County,Kakoro,Tekwana,VillagePetta
Butebo,Butebo County,Kakoro,Tekwana,VillageTekwana
Butebo,Butebo County,Kakoro Town Council,Eastern Ward,VillageBukategule
Butebo,Butebo County,Kakoro Town Council,Eastern Ward,VillageBukatikoko A
Butebo,Butebo County,Kakoro Town Council,Eastern Ward,VillageKabekun B
Butebo,Butebo County,Kakoro Town Council,Kaitisya Ward,VillageBunyolo
Butebo,Butebo County,Kakoro Town Council,Kaitisya Ward,VillageKaitisya A
Butebo,Butebo County,Kakoro Town Council,Kaitisya Ward,VillageMukoge
Butebo,Butebo County,Kakoro Town Council,Kasajja Ward,VillageBukatikomba
Butebo,Butebo County,Kakoro Town Council,Kasajja Ward,VillageKalecheru
Butebo,Butebo County,Kakoro Town Council,Kasajja Ward,VillageKasajja A
Butebo,Butebo County,Kakoro Town Council,Kasajja Ward,VillageKasone
Butebo,Butebo County,Kakoro Town Council,Northern Ward,VillageBumesura A
Butebo,Butebo County,Kakoro Town Council,Northern Ward,VillageBumesura B
Butebo,Butebo County,Kakoro Town Council,Northern Ward,VillageBumusana
Butebo,Butebo County,Kakoro Town Council,Northern Ward,VillageSogono A
Butebo,Butebo County,Kakoro Town Council,Northern Ward,VillageSogono B
Butebo,Butebo County,Kakoro Town Council,Western Ward,VillageBukatikoko B
Butebo,Butebo County,Kakoro Town Council,Western Ward,VillageBuloki
Butebo,Butebo County,Kakoro Town Council,Western Ward,VillageKaitisya B
Butebo,Butebo County,Kakoro Town Council,Western Ward,VillageKasajja B
Butebo,Butebo County,Kanginima,Kanginima,VillageBupadoyi
Butebo,Butebo County,Kanginima,Kanginima,VillageKanginima
Butebo,Butebo County,Kanginima,Kanginima,VillageLukone
Butebo,Butebo County,Kanginima,Kanginima,VillageWenene
Butebo,Butebo County,Kanginima,Kasupete,VillageBulalaka
Butebo,Butebo County,Kanginima,Kasupete,VillageDodoi
Butebo,Butebo County,Kanginima,Kasupete,VillageKasupete
Butebo,Butebo County,Kanginima,Kasupete,VillageNakaloke
Butebo,Butebo County,Kanginima,Kitoika Wononi,VillageKatika
